full_name,primary_channel,primary_match_reason,primary_confidence,all_channels,channel_count
fdp_dev_std_internal.std_internal_sapanzecc.inspection_lot_record__qals,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inspection_plan_characteristics__plmk,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inspection_plan_characteristics__plmk_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inspection_type_material_parameters__qmat,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inspection_type_material_parameters__qmat_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.international_article_number_ean__categories__tntp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.international_article_number_ean__categories__tntp_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.international_article_numbers_eans_for_material__mean,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.international_article_numbers_eans_for_material__mean_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_batch_crossplant__mch1,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_batch_crossplant__mch1_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_batch_crossplant__mch1_hist_bkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_batch_customer_stock_total__mssa,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_batch_stock__mchb,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_batch_vendor_stock_total__mssl,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_customer_stock__msku,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_material_document_header__mkpf,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_material_document_header__mkpf_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_material_document_segment__mseg,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_material_document_segment__mseg_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_material_storage_location__mard,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_material_storage_location__mard_bkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_material_storage_location__mard_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_material_valuation__mbew,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_material_valuation__mbew_bkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_material_valuation__mbew_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_sales_order_stock__mska,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_salesorder_stock_valuation__ebew,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.inventory_vendor_stock__mslb,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.iso_codes_for_units_of_measurement__t006i,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.iso_codes_for_units_of_measurement__t006i_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.laboratory_office_for_material__t024l,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.laboratory_office_for_material__t024l_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.language_dependent_texts_for_object_type__t370k_t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.language_dependent_texts_for_object_type__t370k_t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.language_keys_component_bc_i18__t002,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.language_keys_component_bc_i18__t002_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.link_internal_number_and_object__inob,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.link_internal_number_and_object__inob_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.location__t499s,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.location__t499s_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.logistics_handling_unit_header__vekp_11003,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.logistics_handling_unit_header__vekp_11003_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.logistics_handling_unit_header__vekp_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.logistics_handling_unit_header__vekp_hist_bkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.logistics_handling_unit_item__vepo,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.logistics_handling_unit_item__vepo_dynamicpartition,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.logistics_handling_unit_item__vepo_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.logistics_hu_status__husstat,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.lower_level_sets_in_sets__setnode,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.lower_level_sets_in_sets__setnode_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.main_asset_number__anlh,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.maintenance_planner_groups__t024i,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.maintenance_planner_groups__t024i_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.mapping_table_material_number_guid_raw16__ndbsmatg16,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.mapping_table_material_number_guid_raw16__ndbsmatg16_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_authorization_groups_in_quality_management__tq01b,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_authorization_groups_in_quality_management__tq01b_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_conditiontype__a004,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_conditiontype__a004_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_consumption__mver,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_consumption__mver_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_determtype__kotp001,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_determtype__kotp001_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_freight_groups__tmfg,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_freight_groups__tmfg_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_group_descriptions__t023t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_group_descriptions__t023t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_group_packaging_materials__tvegr,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_group_packaging_materials__tvegr_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_groups__t023,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_groups__t023_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_master_status__msta,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_master_status__msta_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_mrp_controllers__t024d,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_mrp_controllers__t024d_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_mrp_data__ma61v,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_mrp_data__ma61v_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_packaging_material_type__tvtyt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_packaging_material_type__tvtyt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_plant__marc,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_plant__marc_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_plant__marc_hist_bkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_plant_determination__kotp200,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_plant_determination__kotp200_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_plant_storage_location__kotp210,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_plant_storage_location__kotp210_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_plant_strategy__koth912,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_plant_strategy__koth912_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_pricing_group_1__tvm1,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_pricing_group_1__tvm1_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_pricing_group_2__tvm2,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_pricing_group_2__tvm2_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_pricing_group_3__tvm3,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_pricing_group_3__tvm3_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_pricing_group_4__tvm4,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_pricing_group_4__tvm4_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_pricing_group_5__tvm5,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_pricing_group_5__tvm5_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_sales_data__mvke,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_sales_data__mvke_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_sales_date_mkve,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_special_stock_indicator__t148,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_special_stock_indicator__t148_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_statistics_groups__tvsm,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_statistics_groups__tvsm_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_status_from_materials_management_ppc_view__t141,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_status_from_materials_management_ppc_view__t141_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_storage_conditions__t142,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_storage_conditions__t142_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_storage_location__t001l,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_storage_location__t001l_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_storage_location__t001l_hist_bkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_storage_type_data__mlgt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_storage_type_data__mlgt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_strategytype__koth001,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_strategytype__koth001_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_temperature_conditions__t143,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_temperature_conditions__t143_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_to_bom_link_mast,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_to_bom_link_mast_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_type_descriptions__t134t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_type_descriptions__t134t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_types__t134,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_types__t134_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_valuation_history__mbewh,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_valuation_history__mbewh_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_warehouse_data__mlgn,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_warehouse_data__mlgn_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_with_release_status__a304,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.material_with_release_status__a304_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_account_assignment_groups__tvkm,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_account_assignment_groups__tvkm_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_item_category_groups_in_material_master__tptm,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_item_category_groups_in_material_master__tptm_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_product_hierarchies__t179,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_product_hierarchies__t179_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_product_hierarchies__t179_hist_bkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_product_hierarchies_texts__t179t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_product_hierarchies_texts__t179t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_product_hierarchies_texts__t179t_hist_bkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_status_in_sales_and_distribution__tvms,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.materials_status_in_sales_and_distribution__tvms_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.mdm_change_request__zmdm_cr,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.mld_snp_supply_plan_adhoc,C,high_density_source:sapanzecc_99pct,HIGH,"C,B",2
fdp_dev_std_internal.std_internal_sapanzecc.movement_type__t156,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.movement_type__t156_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.movement_type_text__t156t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.movement_type_text__t156t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.mrp_area_for_material__mdma,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.mrp_area_for_material__mdma_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.mrp_lot_sizes__t439a,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.mrp_lot_sizes__t439a_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.mrp_type__t438a,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.mrp_type__t438a_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.name_of_the_functional_areas__tfkbt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.name_of_the_functional_areas__tfkbt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.nielsen_id__tnls,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.nielsen_id__tnls_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.notification_scenario__tq81,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.notification_scenario__tq81_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.notification_type_texts__tq80_t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.notification_type_texts__tq80_t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.number_range_intervals__nriv,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.number_range_intervals__nriv_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.order_confirmations__afru,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.order_item__afpo,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.order_item__afpo_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.order_master_data__aufk,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.order_master_data__aufk_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.order_types__t003o,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.order_types__t003o_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.organizational_unit_sales_areas__tvta,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.organizational_unit_sales_areas__tvta_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.organizational_unit_sales_divisions__tspa,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.organizational_unit_sales_divisions__tspa_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.organizational_unit_sales_divisions_texts__tspat,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.organizational_unit_sales_divisions_texts__tspat_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.orgunit_allowed_plants_per_sales_organization__tvkwz,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.orgunit_allowed_plants_per_sales_organization__tvkwz_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.origin_in_co_object__tkkh1,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.origin_in_co_object__tkkh1_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.own_explanations_for_terms_of_payment__t052u,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.own_explanations_for_terms_of_payment__t052u_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.pa_transfer_structure_source__tkb9g,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.pa_transfer_structure_source__tkb9g_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.packing_object_header__packkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.packing_object_header__packkp_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.packing_object_item__packpo,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.packing_object_item__packpo_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.partner_roles_in_purchasing__ekpa,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.partner_roles_in_purchasing__ekpa_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.permanent_bom_data__stzu,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.permanent_bom_data__stzu_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.permitted_alternative_payee__lfza,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.permitted_alternative_payee__lfza_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.permitted_credit_control_areas_per_company_code__t001cm,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.permitted_credit_control_areas_per_company_code__t001cm_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.person_in_responsible_for_project__tcj04,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.person_in_responsible_for_project__tcj04_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.planned_order__plaf,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.planning_groups__t035,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.planning_groups__t035_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.planning_strategy_group_text__t461x,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_dev_std_internal.std_internal_sapanzecc.planning_strategy_group_text__t461x_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
