full_name,primary_channel,primary_match_reason,primary_confidence,all_channels,channel_count
fdp_prd_std_internal.std_internal_sapanzecc.conditions_batch_strategy_data_division__kondh,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_batch_strategy_data_division__kondh_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_data_part_for_certificates__kondi,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_data_part_for_certificates__kondi_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_groups_for_customer_classifications__t188,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_groups_for_customer_classifications__t188_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_groups_for_materials__t178,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_groups_for_materials__t178_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_item__konp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_item__konp_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_packing_object_data_section__kondp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_packing_object_data_section__kondp_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_price_list_categories__t189,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_price_list_categories__t189_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_structures__t681,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_structures__t681_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_types__t685,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_types__t685_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_types_additional_price_element_data__t685a,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_types_additional_price_element_data__t685a_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_types_texts__t685t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_types_texts__t685t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_usage_texts__t681w,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.conditions_usage_texts__t681w_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.confirmation_control_keys__t163l,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.confirmation_control_keys__t163l_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.consolidated_stock,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.contact_partner_functions_texts__tpfkt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.contact_partner_functions_texts__tpfkt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.contact_person_departments_texts__tsabt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.contact_person_departments_texts__tsabt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.contact_persons_functions__tpfk,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.contact_persons_functions__tpfk_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.contact_persons_standard_departments__tsab,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.contact_persons_standard_departments__tsab_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.container_requirements_for_storing_materials__t144,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.container_requirements_for_storing_materials__t144_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.control_cycle__pkhd,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.control_cycle__pkhd_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.control_of_qm_in_procurement__tq08,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.control_of_qm_in_procurement__tq08_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.control_parameter_for_mrp__material_level___t438m,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.control_parameter_for_mrp__material_level___t438m_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.control_profiles_for_transferring_material_data_to_vendor__twvmo,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.control_profiles_for_transferring_material_data_to_vendor__twvmo_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.controlling_area_assignment__tka02,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.controlling_area_assignment__tka02_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.convert_external_internal_partner_number__edpar,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.convert_external_internal_partner_number__edpar_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.cost_center_master__csks,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.cost_center_master__csks_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.cost_center_texts__cskt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.cost_center_texts__cskt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.cost_element_texts__csku,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.cost_element_texts__csku_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.cost_elements_data_dependent_on_controlling_area__cskb,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.cost_elements_data_dependent_on_controlling_area__cskb_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.countries__t005,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.countries__t005_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.country_customer_classification_material_classification__a002,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.country_customer_classification_material_classification__a002_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.country_names__t005t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.country_names__t005t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.credit_control_area_names__t014t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.credit_control_area_names__t014t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.credit_control_areas__t014,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.credit_control_areas__t014_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.currency_code_names__tcurt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.currency_code_names__tcurt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.currency_codes__tcurc,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.currency_codes__tcurc_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.cust_grp_5_material__koth906,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.cust_grp_5_material__koth906_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_bank_details__knbk,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_bank_details__knbk_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_company_code__knb1,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_company_code__knb1_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_contact_partner__knvk,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_contact_partner__knvk_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_credit_mangmt_central_data__knka,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_credit_mangmt_central_data__knka_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_credit_mangmt_contral_area_data__knkk,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_credit_mangmt_contral_area_data__knkk_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_dunning_data__knb5,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_dunning_data__knb5_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_group_koth907,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_group_koth907_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchies__knvh,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchies__knvh_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchies__knvh_hist_bkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy__a064,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy__a064_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_brand_own_cat_ph1_2__a902,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_brand_own_cat_ph1_2__a902_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_brand_own_category_sub_cat_ph_1_3__a903,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_brand_own_category_sub_cat_ph_1_3__a903_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_item_group_ph7__a937,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_item_group_ph7__a937_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_material__a065,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_material__a065_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_promotional_group_ph6__a936,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_promotional_group_ph6__a936_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_sub_category_ph3_sub_brand_ph5__a905,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_hierarchy_sub_category_ph3_sub_brand_ph5__a905_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_koth901,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_koth901_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_master__kna1,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_master__kna1_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_master__kna1_hist_bkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_material__koth002,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_material__koth002_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_material_info_record__knmt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_material_info_record__knmt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_partner_functions__knvp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_partner_functions__knvp_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_requests_kna1_staging__zmdm_kna1,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_requests_kna1_staging__zmdm_kna1_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_tax_indicator__knvi,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_tax_indicator__knvi_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_unloading_points__knva,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customer_unloading_points__knva_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_account_assignment_groups__tvkt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_account_assignment_groups__tvkt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_account_determination_groups_texts__tvktt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_account_determination_groups_texts__tvktt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_customer_classification_texts__tkukt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_customer_classification_texts__tkukt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_customer_classifications__tkukl,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_customer_classifications__tkukl_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_customer_groups__t151,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_customer_groups__t151_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_incoterms__tinc,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_incoterms__tinc_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_incoterms_texts__tinct,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_incoterms_texts__tinct_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_regional_zone_texts__tzont,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_regional_zone_texts__tzont_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_regional_zones__tzone,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_regional_zones__tzone_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_sales_districts__t171,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_sales_districts__t171_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_statistics_groups__tvsd,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_statistics_groups__tvsd_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_terms_of_payment_texts__tvzbt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customers_terms_of_payment_texts__tvzbt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customizing_f_inventory_mgmt_reporting__mmim_rep_cust,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.customizing_f_inventory_mgmt_reporting__mmim_rep_cust_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.data_elements__dd04l,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.data_elements__dd04l_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dd_data_class_in_technical_settings__ddart,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dd_data_class_in_technical_settings__ddart_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dd_data_class_in_technical_settings_texts__dartt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dd_data_class_in_technical_settings_texts__dartt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dd_technical_settings_of_tables__dd09l,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dd_technical_settings_of_tables__dd09l_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dd_texts_for_domain_fixed_values_language_dependent__dd07t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dd_texts_for_domain_fixed_values_language_dependent__dd07t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dd_texts_for_fields_language_dependent__dd03t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dd_texts_for_fields_language_dependent__dd03t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.defect_classes__tq17,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.defect_classes__tq17_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.deliveries_blocking_reasons_scope_texts__tvlst,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.deliveries_blocking_reasons_scope_texts__tvlst_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.delivery_on_time_tolerance__zdifot_tm_toler,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.delivery_on_time_tolerance__zdifot_tm_toler_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.delivery_scheduling_transportation_groups__ttgr,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.delivery_scheduling_transportation_groups__ttgr_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.departure_country_destination_country__a078,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.departure_country_destination_country__a078_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.depreciation_terms__anlb,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.depreciation_terms__anlb_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.description_of_customer_payment_guarantee_procedure__t691q,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.description_of_customer_payment_guarantee_procedure__t691q_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.descriptions_of_material_status_from_mm_pp_view__t141t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.descriptions_of_material_status_from_mm_pp_view__t141t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dimension_texts__t006t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dimension_texts__t006t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dimensions__t006d,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dimensions__t006d_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.directory_of_charts_of_accounts__t004,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.directory_of_charts_of_accounts__t004_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dist_channel__tvtw,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.dist_channel__tvtw_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.distribution_channels_texts__tvtwt,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.distribution_channels_texts__tvtwt_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.distribution_channels_texts__tvtwt_hist_bkp,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.distribution_profile_of_material_in_dc__tmfpf,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.distribution_profile_of_material_in_dc__tmfpf_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.distribution_rules_settlement_rule_order_settlement__cobrb,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.distribution_rules_settlement_rule_order_settlement__cobrb_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.document_header__opt_vim_1head,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.document_header_reservation__rkpf,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.document_item__opt_vim_1item,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.document_item_incoming_invoice__rseg,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.document_log__opt_vim_1log,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.document_segment_for_vendor_document_parking__vbsegk,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.document_status___opt_vim_t101,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.document_status_texts__opt_vim_t101t,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.document_status_texts__opt_vim_t101t_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.document_status_texts__tdwst,C,high_density_source:sapanzecc_99pct,HIGH,C,1
fdp_prd_std_internal.std_internal_sapanzecc.document_status_texts__tdwst_hist,C,high_density_source:sapanzecc_99pct,HIGH,C,1
