src_full_name,tgt_full_name,edge_count,hop,direction
fdp_dev_std_internal.std_internal_sapanzapo.mld_product_version_000,fdp_dev_itg_internal.itg_internal_inventory.dim_product_version_000_mld,96,1,up
fdp_dev_std_internal.std_internal_sapanzapo.mld_product_version_000,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld,43,1,down
fdp_dev_std_internal.std_internal_sapanzapo.mld_product_version_000,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld,43,1,up
fdp_dev_std_internal.std_internal_sapanzapo.mld_product_version_000,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld_history_load,29,1,down
fdp_dev_std_internal.std_internal_sapanzapo.mld_product_version_000,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld_history_load,29,1,up
fdp_dev_std_internal.std_internal_sapanzapo.mld_product_version_000,fdp_dev_itg_internal.itg_internal_inventory.mld_snp_supply_plan,25,1,down
fdp_dev_std_internal.std_internal_sapanzapo.mld_product_version_000,fdp_dev_std_internal.std_internal_sapanzecc.mld_consolidated_inventory,16,1,down
fdp_dev_std_internal.std_internal_sapanzapo.mld_product_version_000,fdp_dev_std_internal.std_internal_sapanzecc.mld_snp_supply_plan_adhoc,3,1,down
fdp_dev_std_internal.std_internal_sapanzapo.mld_product_version_000,fdp_dev_std_internal.std_internal_sapanzecc.mld_snp_supply_plan_adhoc,3,1,up
fdp_dev_std_internal.std_internal_sapanzapo.nz_livecache_td_version_000,fdp_dev_itg_internal.itg_internal_inventory.mld_livecache_td_version_000,8,1,up
fdp_dev_std_internal.std_internal_sapanzapo.product_alt_uom_version_000,fdp_dev_std_internal.std_internal_sapanzecc.mld_snp_supply_plan_adhoc,3,1,up
fdp_dev_std_internal.std_internal_sapanzbw.material__zmaterial_hist,fdp_dev_std_internal.std_internal_sapanzbw.zmaterial_trfn,1,2,up
fdp_dev_std_internal.std_internal_sapanzbw.material_text__zmaterial_hist,fdp_dev_std_internal.std_internal_sapanzbw.zmaterial_trfn,1,2,up
fdp_dev_std_internal.std_internal_sapanzbw.mld_zresource__bicazp2m1d4000,fdp_dev_srv_internal.srv_internal_inventory.fact_resource_mld,2,1,down
fdp_dev_std_internal.std_internal_sapanzbw.mld_zresource_material__azp2m1d4700,fdp_dev_srv_internal.srv_internal_inventory.fact_resource_material_mld,2,1,down
fdp_dev_std_internal.std_internal_sapanzbw.mld_zresource_material_version__azp2m1d4800,fdp_dev_srv_internal.srv_internal_inventory.fact_resource_material_version_mld,2,1,down
fdp_dev_std_internal.std_internal_sapanzbw.mld_zresource_version_azp2m1d5300,fdp_dev_srv_internal.srv_internal_inventory.fact_resource_version_mld,2,1,down
fdp_dev_std_internal.std_internal_sapanzbw.text_generic_text__z_datahub_md_text_load,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld,43,1,up
fdp_dev_std_internal.std_internal_sapanzbw.text_generic_text__z_datahub_md_text_load,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld_history_load,29,1,up
fdp_dev_std_internal.std_internal_sapanzbw.text_generic_text__z_datahub_md_text_load,fdp_dev_std_internal.std_internal_sapanzecc.mld_snp_supply_plan_adhoc,3,1,up
fdp_dev_std_internal.std_internal_sapanzbw.zmaterial_trfn,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld,43,1,up
fdp_dev_std_internal.std_internal_sapanzbw.zmaterial_trfn,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld_history_load,29,1,up
fdp_dev_std_internal.std_internal_sapanzbw.zmaterial_trfn,fdp_dev_std_internal.std_internal_sapanzecc.mld_snp_supply_plan_adhoc,3,1,up
fdp_dev_std_internal.std_internal_sapanzecc.account_assignment_in_purchasing_document__ekkn,fdp_dev_std_internal.std_internal_source_to_pay.vw_account_assignment_in_po__ekkn,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_t077d__t077x_hist,fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_t077d__t077x,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_t077d__t077x_hist,fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_t077d__t077x,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_t077s__t077z_hist,fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_t077s__t077z,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_t077s__t077z_hist,fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_t077s__t077z,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_table_t077k__t077y,fdp_dev_itg_internal.itg_internal_finance.dim_supplier,5,1,down
fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_table_t077k__t077y,fdp_dev_srv_internal.srv_internal_source_to_pay.vendor_general_data,2,1,down
fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_table_t077k__t077y,fdp_dev_std_internal.std_internal_source_to_pay.vw_vendor_general_data,5,1,down
fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_table_t077k__t077y_hist,fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_table_t077k__t077y,18,1,down
fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_table_t077k__t077y_hist,fdp_dev_std_internal.std_internal_sapanzecc.account_group_names_table_t077k__t077y,18,1,up
fdp_dev_std_internal.std_internal_sapanzecc.accounting_clerks__t001s_hist,fdp_dev_std_internal.std_internal_sapanzecc.accounting_clerks__t001s,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.accounting_clerks__t001s_hist,fdp_dev_std_internal.std_internal_sapanzecc.accounting_clerks__t001s,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.action_box_text_table__tq85_t_hist,fdp_dev_std_internal.std_internal_sapanzecc.action_box_text_table__tq85_t,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.action_box_text_table__tq85_t_hist,fdp_dev_std_internal.std_internal_sapanzecc.action_box_text_table__tq85_t,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.activity_type_texts__cslt_hist,fdp_dev_std_internal.std_internal_sapanzecc.activity_type_texts__cslt,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.activity_type_texts__cslt_hist,fdp_dev_std_internal.std_internal_sapanzecc.activity_type_texts__cslt,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.addresses_business_address_services__adrc_hist,fdp_dev_std_internal.std_internal_sapanzecc.addresses_business_address_services__adrc,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.addresses_business_address_services__adrc_hist,fdp_dev_std_internal.std_internal_sapanzecc.addresses_business_address_services__adrc,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.agreements__kona_hist,fdp_dev_std_internal.std_internal_sapanzecc.agreements__kona,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.agreements__kona_hist,fdp_dev_std_internal.std_internal_sapanzecc.agreements__kona,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.allocation_assessement_cost_elements_for_alloc_structure__tkb5al_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocation_assessement_cost_elements_for_alloc_structure__tkb5al,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.allocation_assessement_cost_elements_for_alloc_structure__tkb5al_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocation_assessement_cost_elements_for_alloc_structure__tkb5al,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.allocation_of_bill_of_material_items_to_operations__plmz_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocation_of_bill_of_material_items_to_operations__plmz,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.allocation_of_bill_of_material_items_to_operations__plmz_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocation_of_bill_of_material_items_to_operations__plmz,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.allocation_structure__tkb5e_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocation_structure__tkb5e,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.allocation_structure__tkb5e_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocation_structure__tkb5e,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.allocations_cycles__t811c_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocations_cycles__t811c,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.allocations_cycles__t811c_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocations_cycles__t811c,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.allocations_element_table__t811f_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocations_element_table__t811f,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.allocations_element_table__t811f_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocations_element_table__t811f,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.allocations_information_for_field_groups__t811j_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocations_information_for_field_groups__t811j,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.allocations_information_for_field_groups__t811j_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocations_information_for_field_groups__t811j,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.allocations_segments__t811s_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocations_segments__t811s,2,1,down
fdp_dev_std_internal.std_internal_sapanzecc.allocations_segments__t811s_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocations_segments__t811s,2,1,up
fdp_dev_std_internal.std_internal_sapanzecc.allocations_text_for_field_groups__t811m_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocations_text_for_field_groups__t811m,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.allocations_text_for_field_groups__t811m_hist,fdp_dev_std_internal.std_internal_sapanzecc.allocations_text_for_field_groups__t811m,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.assessments_distributions_long_text__t811l_hist,fdp_dev_std_internal.std_internal_sapanzecc.assessments_distributions_long_text__t811l,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.assessments_distributions_long_text__t811l_hist,fdp_dev_std_internal.std_internal_sapanzecc.assessments_distributions_long_text__t811l,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.asset_class_depreciation_area__ankb_hist,fdp_dev_std_internal.std_internal_sapanzecc.asset_class_depreciation_area__ankb,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.asset_class_depreciation_area__ankb_hist,fdp_dev_std_internal.std_internal_sapanzecc.asset_class_depreciation_area__ankb,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_description__ankt_hist,fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_description__ankt,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_description__ankt_hist,fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_description__ankt,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_general_data__anka_hist,fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_general_data__anka,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_general_data__anka_hist,fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_general_data__anka,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.asset_master_record_segment__anla_hist,fdp_dev_std_internal.std_internal_sapanzecc.asset_master_record_segment__anla,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.asset_master_record_segment__anla_hist,fdp_dev_std_internal.std_internal_sapanzecc.asset_master_record_segment__anla,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.asset_value_fields__anlc_hist,fdp_dev_std_internal.std_internal_sapanzecc.asset_value_fields__anlc,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.asset_value_fields__anlc_hist,fdp_dev_std_internal.std_internal_sapanzecc.asset_value_fields__anlc,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.assign_internal_to_language_dependent_unit__t006a,fdp_dev_itg_internal.itg_internal_finance.dim_unit_of_measure,4,1,down
fdp_dev_std_internal.std_internal_sapanzecc.assign_internal_to_language_dependent_unit__t006a,fdp_dev_std_internal.std_internal_source_to_pay.vw_purchase_orders,7,1,down
fdp_dev_std_internal.std_internal_sapanzecc.assign_internal_to_language_dependent_unit__t006a_hist,fdp_dev_std_internal.std_internal_sapanzecc.assign_internal_to_language_dependent_unit__t006a,18,1,down
fdp_dev_std_internal.std_internal_sapanzecc.assign_internal_to_language_dependent_unit__t006a_hist,fdp_dev_std_internal.std_internal_sapanzecc.assign_internal_to_language_dependent_unit__t006a,18,1,up
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_commercial_to_internal_unit_of_measurement__t006b_hist,fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_commercial_to_internal_unit_of_measurement__t006b,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_commercial_to_internal_unit_of_measurement__t006b_hist,fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_commercial_to_internal_unit_of_measurement__t006b,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_cost_element_grps_to_co_pa_value_fields__tkb9f_hist,fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_cost_element_grps_to_co_pa_value_fields__tkb9f,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_cost_element_grps_to_co_pa_value_fields__tkb9f_hist,fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_cost_element_grps_to_co_pa_value_fields__tkb9f,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_reference_orders_to_notification_type__tq8co_hist,fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_reference_orders_to_notification_type__tq8co,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_reference_orders_to_notification_type__tq8co_hist,fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_reference_orders_to_notification_type__tq8co,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_task_lists_to_materials__mapl_hist,fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_task_lists_to_materials__mapl,2,1,down
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_task_lists_to_materials__mapl_hist,fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_task_lists_to_materials__mapl,2,1,up
fdp_dev_std_internal.std_internal_sapanzecc.authorization_group_names__tbrgt_hist,fdp_dev_std_internal.std_internal_sapanzecc.authorization_group_names__tbrgt,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.authorization_group_names__tbrgt_hist,fdp_dev_std_internal.std_internal_sapanzecc.authorization_group_names__tbrgt,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.authorization_groups__tbrg_hist,fdp_dev_std_internal.std_internal_sapanzecc.authorization_groups__tbrg,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.authorization_groups__tbrg_hist,fdp_dev_std_internal.std_internal_sapanzecc.authorization_groups__tbrg,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.availability_check_control__tmvf_hist,fdp_dev_std_internal.std_internal_sapanzecc.availability_check_control__tmvf,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.availability_check_control__tmvf_hist,fdp_dev_std_internal.std_internal_sapanzecc.availability_check_control__tmvf,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.batches__mcha_hist,fdp_dev_std_internal.std_internal_sapanzecc.batches__mcha,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.batches__mcha_hist,fdp_dev_std_internal.std_internal_sapanzecc.batches__mcha,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.billing_blocking_reason_texts__tvfst_hist,fdp_dev_std_internal.std_internal_sapanzecc.billing_blocking_reason_texts__tvfst,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.billing_blocking_reason_texts__tvfst_hist,fdp_dev_std_internal.std_internal_sapanzecc.billing_blocking_reason_texts__tvfst,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.blocking_reason_names_in_automatic_payment_trans__t008t_hist,fdp_dev_std_internal.std_internal_sapanzecc.blocking_reason_names_in_automatic_payment_trans__t008t,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.blocking_reason_names_in_automatic_payment_trans__t008t_hist,fdp_dev_std_internal.std_internal_sapanzecc.blocking_reason_names_in_automatic_payment_trans__t008t,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.bom_header__stko_hist,fdp_dev_std_internal.std_internal_sapanzecc.bom_header__stko,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.bom_header__stko_hist,fdp_dev_std_internal.std_internal_sapanzecc.bom_header__stko,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_item_statuses__t416_hist,fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_item_statuses__t416,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_item_statuses__t416_hist,fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_item_statuses__t416,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_texts__t416t_hist,fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_texts__t416t,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_texts__t416t_hist,fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_texts__t416t,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.boms_item_selection__stas_hist,fdp_dev_std_internal.std_internal_sapanzecc.boms_item_selection__stas,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.boms_item_selection__stas_hist,fdp_dev_std_internal.std_internal_sapanzecc.boms_item_selection__stas,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w,fdp_dev_itg_internal.itg_internal_finance.dim_plant,4,1,down
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld,5,1,down
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld,5,1,up
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld_history_load,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld_history_load,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w,fdp_dev_srv_internal.srv_internal_sapanzecc.dim_plant,6,1,down
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w,fdp_dev_std_internal.std_internal_sapanzecc.mld_consolidated_inventory,8,1,down
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w_hist,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld,38,1,down
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w_hist,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld,38,1,up
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w_hist,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld_history_load,28,1,down
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w_hist,fdp_dev_itg_internal.itg_internal_inventory.fact_consolidated_inventory_mld_history_load,28,1,up
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w_hist,fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w,208,1,down
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w_hist,fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w,208,1,up
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w_hist,fdp_dev_std_internal.std_internal_sapanzecc.mld_consolidated_inventory,8,1,down
fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_indicators__t338_hist,fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_indicators__t338,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_indicators__t338_hist,fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_indicators__t338,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_sectioning__t337b_hist,fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_sectioning__t337b,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_sectioning__t337b_hist,fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_sectioning__t337b,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions__tpar_hist,fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions__tpar,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions__tpar_hist,fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions__tpar,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions_texts__tpart_hist,fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions_texts__tpart,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions_texts__tpart_hist,fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions_texts__tpart,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.catalog_profile_texts__t352b_t_hist,fdp_dev_std_internal.std_internal_sapanzecc.catalog_profile_texts__t352b_t,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.catalog_profile_texts__t352b_t_hist,fdp_dev_std_internal.std_internal_sapanzecc.catalog_profile_texts__t352b_t,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.catalog_types_for_each_catalog_profile__t352c_hist,fdp_dev_std_internal.std_internal_sapanzecc.catalog_types_for_each_catalog_profile__t352c,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.catalog_types_for_each_catalog_profile__t352c_hist,fdp_dev_std_internal.std_internal_sapanzecc.catalog_types_for_each_catalog_profile__t352c,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.change_of_notification_type__tq82_hist,fdp_dev_std_internal.std_internal_sapanzecc.change_of_notification_type__tq82,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.change_of_notification_type__tq82_hist,fdp_dev_std_internal.std_internal_sapanzecc.change_of_notification_type__tq82,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.characteristics_of_a_class__ksml_hist,fdp_dev_std_internal.std_internal_sapanzecc.characteristics_of_a_class__ksml,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.characteristics_of_a_class__ksml_hist,fdp_dev_std_internal.std_internal_sapanzecc.characteristics_of_a_class__ksml,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.chart_of_account_names__t004t_hist,fdp_dev_std_internal.std_internal_sapanzecc.chart_of_account_names__t004t,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.chart_of_account_names__t004t_hist,fdp_dev_std_internal.std_internal_sapanzecc.chart_of_account_names__t004t,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.check_of_document_type_document_category_item_category__t161p_hist,fdp_dev_std_internal.std_internal_sapanzecc.check_of_document_type_document_category_item_category__t161p,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.check_of_document_type_document_category_item_category__t161p_hist,fdp_dev_std_internal.std_internal_sapanzecc.check_of_document_type_document_category_item_category__t161p,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_label_shape__t6wp4_hist,fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_label_shape__t6wp4,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_label_shape__t6wp4_hist,fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_label_shape__t6wp4,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_labelling_type__t6wp3_hist,fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_labelling_type__t6wp3,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_labelling_type__t6wp3_hist,fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_labelling_type__t6wp3,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.classification_paymnt_difference__t053r_hist,fdp_dev_std_internal.std_internal_sapanzecc.classification_paymnt_difference__t053r,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.classification_paymnt_difference__t053r_hist,fdp_dev_std_internal.std_internal_sapanzecc.classification_paymnt_difference__t053r,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.classification_system_keywords__swor_hist,fdp_dev_std_internal.std_internal_sapanzecc.classification_system_keywords__swor,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.classification_system_keywords__swor_hist,fdp_dev_std_internal.std_internal_sapanzecc.classification_system_keywords__swor,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.co_version_texts__tkvst_hist,fdp_dev_std_internal.std_internal_sapanzecc.co_version_texts__tkvst,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.co_version_texts__tkvst_hist,fdp_dev_std_internal.std_internal_sapanzecc.co_version_texts__tkvst,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.co_versions__tkvs_hist,fdp_dev_std_internal.std_internal_sapanzecc.co_versions__tkvs,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.co_versions__tkvs_hist,fdp_dev_std_internal.std_internal_sapanzecc.co_versions__tkvs,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.commission_groups__tvpr_hist,fdp_dev_std_internal.std_internal_sapanzecc.commission_groups__tvpr,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.commission_groups__tvpr_hist,fdp_dev_std_internal.std_internal_sapanzecc.commission_groups__tvpr,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.company_codes__t001,fdp_dev_itg_internal.itg_internal_finance.dim_org_sender_company_code,3,1,down
fdp_dev_std_internal.std_internal_sapanzecc.company_codes__t001,fdp_dev_srv_internal.srv_internal_sapanzecc.dim_company_cd,10,1,down
fdp_dev_std_internal.std_internal_sapanzecc.company_codes__t001_hist,fdp_dev_std_internal.std_internal_sapanzecc.company_codes__t001,17,1,down
fdp_dev_std_internal.std_internal_sapanzecc.company_codes__t001_hist,fdp_dev_std_internal.std_internal_sapanzecc.company_codes__t001,17,1,up
fdp_dev_std_internal.std_internal_sapanzecc.company_codes_in_asset_accounting__t093c_hist,fdp_dev_std_internal.std_internal_sapanzecc.company_codes_in_asset_accounting__t093c,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.company_codes_in_asset_accounting__t093c_hist,fdp_dev_std_internal.std_internal_sapanzecc.company_codes_in_asset_accounting__t093c,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.conditions_applications__t681a_hist,fdp_dev_std_internal.std_internal_sapanzecc.conditions_applications__t681a,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.conditions_applications__t681a_hist,fdp_dev_std_internal.std_internal_sapanzecc.conditions_applications__t681a,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.conditions_applications_texts__t681b_hist,fdp_dev_std_internal.std_internal_sapanzecc.conditions_applications_texts__t681b,1,1,down
fdp_dev_std_internal.std_internal_sapanzecc.conditions_applications_texts__t681b_hist,fdp_dev_std_internal.std_internal_sapanzecc.conditions_applications_texts__t681b,1,1,up
fdp_dev_std_internal.std_internal_sapanzecc.conditions_batch_strategy_data_division__kondh,fdp_dev_srv_internal.srv_internal_sapanzecc.dim_conditions_batch_strategy_data_division,2,1,down
fdp_dev_std_internal.std_internal_sapanzecc.conditions_batch_strategy_data_division__kondh_hist,fdp_dev_std_internal.std_internal_sapanzecc.conditions_batch_strategy_data_division__kondh,3,1,down
