node,is_seed,first_seen_hop,first_seen_dir,n_upstream,n_upstream_mainland,n_downstream,n_downstream_mainland,mainland_in_ratio,mainland_out_ratio,bridge_score,category,sep_business_entity,sep_location,sep_employee,sep_customer,sep_material,sep_sales_org,catalog,schema,table_name
fdp_dev_std_internal.std_internal_sapanzecc.action_box_text_table__tq85_t,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,action_box_text_table__tq85_t
fdp_dev_std_internal.std_internal_sapanzecc.action_box_text_table__tq85_t_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,action_box_text_table__tq85_t_hist
fdp_dev_std_internal.std_internal_sapanzecc.activity_type_texts__cslt,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,activity_type_texts__cslt
fdp_dev_std_internal.std_internal_sapanzecc.activity_type_texts__cslt_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,activity_type_texts__cslt_hist
fdp_dev_std_internal.std_internal_sapanzecc.addresses_business_address_services__adrc,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,addresses_business_address_services__adrc
fdp_dev_std_internal.std_internal_sapanzecc.addresses_business_address_services__adrc_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,addresses_business_address_services__adrc_hist
fdp_dev_std_internal.std_internal_sapanzecc.agreements__kona,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,1,0,0,0,0,1,fdp_dev_std_internal,std_internal_sapanzecc,agreements__kona
fdp_dev_std_internal.std_internal_sapanzecc.agreements__kona_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,1,0,0,0,0,1,fdp_dev_std_internal,std_internal_sapanzecc,agreements__kona_hist
fdp_dev_std_internal.std_internal_sapanzecc.allocation_assessement_cost_elements_for_alloc_structure__tkb5al,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocation_assessement_cost_elements_for_alloc_structure__tkb5al
fdp_dev_std_internal.std_internal_sapanzecc.allocation_assessement_cost_elements_for_alloc_structure__tkb5al_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocation_assessement_cost_elements_for_alloc_structure__tkb5al_hist
fdp_dev_std_internal.std_internal_sapanzecc.allocation_of_bill_of_material_items_to_operations__plmz,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocation_of_bill_of_material_items_to_operations__plmz
fdp_dev_std_internal.std_internal_sapanzecc.allocation_of_bill_of_material_items_to_operations__plmz_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocation_of_bill_of_material_items_to_operations__plmz_hist
fdp_dev_std_internal.std_internal_sapanzecc.allocation_structure__tkb5e,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocation_structure__tkb5e
fdp_dev_std_internal.std_internal_sapanzecc.allocation_structure__tkb5e_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocation_structure__tkb5e_hist
fdp_dev_std_internal.std_internal_sapanzecc.allocations_cycles__t811c,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocations_cycles__t811c
fdp_dev_std_internal.std_internal_sapanzecc.allocations_cycles__t811c_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocations_cycles__t811c_hist
fdp_dev_std_internal.std_internal_sapanzecc.allocations_element_table__t811f,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocations_element_table__t811f
fdp_dev_std_internal.std_internal_sapanzecc.allocations_element_table__t811f_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocations_element_table__t811f_hist
fdp_dev_std_internal.std_internal_sapanzecc.allocations_information_for_field_groups__t811j,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocations_information_for_field_groups__t811j
fdp_dev_std_internal.std_internal_sapanzecc.allocations_information_for_field_groups__t811j_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocations_information_for_field_groups__t811j_hist
fdp_dev_std_internal.std_internal_sapanzecc.allocations_key_fields__t811k,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocations_key_fields__t811k
fdp_dev_std_internal.std_internal_sapanzecc.allocations_segments__t811s,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocations_segments__t811s
fdp_dev_std_internal.std_internal_sapanzecc.allocations_segments__t811s_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocations_segments__t811s_hist
fdp_dev_std_internal.std_internal_sapanzecc.allocations_text_for_field_groups__t811m,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocations_text_for_field_groups__t811m
fdp_dev_std_internal.std_internal_sapanzecc.allocations_text_for_field_groups__t811m_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,allocations_text_for_field_groups__t811m_hist
fdp_dev_std_internal.std_internal_sapanzecc.assessments_distributions_long_text__t811l,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,assessments_distributions_long_text__t811l
fdp_dev_std_internal.std_internal_sapanzecc.assessments_distributions_long_text__t811l_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,assessments_distributions_long_text__t811l_hist
fdp_dev_std_internal.std_internal_sapanzecc.asset_class_depreciation_area__ankb,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,asset_class_depreciation_area__ankb
fdp_dev_std_internal.std_internal_sapanzecc.asset_class_depreciation_area__ankb_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,asset_class_depreciation_area__ankb_hist
fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_description__ankt,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,asset_classes_description__ankt
fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_description__ankt_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,asset_classes_description__ankt_hist
fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_general_data__anka,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,1,1,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,asset_classes_general_data__anka
fdp_dev_std_internal.std_internal_sapanzecc.asset_classes_general_data__anka_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,1,1,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,asset_classes_general_data__anka_hist
fdp_dev_std_internal.std_internal_sapanzecc.asset_master_record_segment__anla,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,1,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,asset_master_record_segment__anla
fdp_dev_std_internal.std_internal_sapanzecc.asset_master_record_segment__anla_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,1,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,asset_master_record_segment__anla_hist
fdp_dev_std_internal.std_internal_sapanzecc.asset_periodic_values__anlp,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,1,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,asset_periodic_values__anlp
fdp_dev_std_internal.std_internal_sapanzecc.asset_value_fields__anlc,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,1,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,asset_value_fields__anlc
fdp_dev_std_internal.std_internal_sapanzecc.asset_value_fields__anlc_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,1,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,asset_value_fields__anlc_hist
fdp_dev_std_internal.std_internal_sapanzecc.assign_internal_to_language_dependent_unit__t006a,true,0,seed,1,1,2,0,1.000,0.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,assign_internal_to_language_dependent_unit__t006a
fdp_dev_std_internal.std_internal_sapanzecc.assign_internal_to_language_dependent_unit__t006a_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,assign_internal_to_language_dependent_unit__t006a_hist
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_commercial_to_internal_unit_of_measurement__t006b,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,assignment_of_commercial_to_internal_unit_of_measurement__t006b
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_commercial_to_internal_unit_of_measurement__t006b_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,assignment_of_commercial_to_internal_unit_of_measurement__t006b_hist
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_cost_element_grps_to_co_pa_value_fields__tkb9f,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,assignment_of_cost_element_grps_to_co_pa_value_fields__tkb9f
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_cost_element_grps_to_co_pa_value_fields__tkb9f_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,assignment_of_cost_element_grps_to_co_pa_value_fields__tkb9f_hist
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_reference_orders_to_notification_type__tq8co,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,1,1,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,assignment_of_reference_orders_to_notification_type__tq8co
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_reference_orders_to_notification_type__tq8co_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,1,1,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,assignment_of_reference_orders_to_notification_type__tq8co_hist
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_task_lists_to_materials__mapl,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,1,0,0,1,0,fdp_dev_std_internal,std_internal_sapanzecc,assignment_of_task_lists_to_materials__mapl
fdp_dev_std_internal.std_internal_sapanzecc.assignment_of_task_lists_to_materials__mapl_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,1,0,0,1,0,fdp_dev_std_internal,std_internal_sapanzecc,assignment_of_task_lists_to_materials__mapl_hist
fdp_dev_std_internal.std_internal_sapanzecc.au_consolidated_inventory,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,1,1,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,au_consolidated_inventory
fdp_dev_std_internal.std_internal_sapanzecc.au_consolidated_inventory_6542_test,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,1,1,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,au_consolidated_inventory_6542_test
fdp_dev_std_internal.std_internal_sapanzecc.au_consolidated_inventory_6543_test,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,0,1,0,1,0,1,fdp_dev_std_internal,std_internal_sapanzecc,au_consolidated_inventory_6543_test
fdp_dev_std_internal.std_internal_sapanzecc.au_consolidated_inventory_6545_test_bkp,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,1,1,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,au_consolidated_inventory_6545_test_bkp
fdp_dev_std_internal.std_internal_sapanzecc.au_consolidated_inventory_bkp,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,1,1,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,au_consolidated_inventory_bkp
fdp_dev_std_internal.std_internal_sapanzecc.au_consolidated_inventory_datapatch,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,1,1,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,au_consolidated_inventory_datapatch
fdp_dev_std_internal.std_internal_sapanzecc.au_consolidated_inventory_test,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,1,1,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,au_consolidated_inventory_test
fdp_dev_std_internal.std_internal_sapanzecc.authorization_group_names__tbrgt,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,authorization_group_names__tbrgt
fdp_dev_std_internal.std_internal_sapanzecc.authorization_group_names__tbrgt_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,authorization_group_names__tbrgt_hist
fdp_dev_std_internal.std_internal_sapanzecc.authorization_groups__tbrg,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,authorization_groups__tbrg
fdp_dev_std_internal.std_internal_sapanzecc.authorization_groups__tbrg_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,authorization_groups__tbrg_hist
fdp_dev_std_internal.std_internal_sapanzecc.availability_check_control__tmvf,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,availability_check_control__tmvf
fdp_dev_std_internal.std_internal_sapanzecc.availability_check_control__tmvf_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,availability_check_control__tmvf_hist
fdp_dev_std_internal.std_internal_sapanzecc.batch_aggregate,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,0,1,0,0,1,0,fdp_dev_std_internal,std_internal_sapanzecc,batch_aggregate
fdp_dev_std_internal.std_internal_sapanzecc.batches__mcha,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,1,0,0,1,0,fdp_dev_std_internal,std_internal_sapanzecc,batches__mcha
fdp_dev_std_internal.std_internal_sapanzecc.batches__mcha_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,1,0,0,1,0,fdp_dev_std_internal,std_internal_sapanzecc,batches__mcha_hist
fdp_dev_std_internal.std_internal_sapanzecc.billing_blocking_reason_texts__tvfst,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,billing_blocking_reason_texts__tvfst
fdp_dev_std_internal.std_internal_sapanzecc.billing_blocking_reason_texts__tvfst_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,billing_blocking_reason_texts__tvfst_hist
fdp_dev_std_internal.std_internal_sapanzecc.billing_document_header_data__vbrk,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,1,0,0,0,0,1,fdp_dev_std_internal,std_internal_sapanzecc,billing_document_header_data__vbrk
fdp_dev_std_internal.std_internal_sapanzecc.blocking_reason_names_in_automatic_payment_trans__t008t,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,blocking_reason_names_in_automatic_payment_trans__t008t
fdp_dev_std_internal.std_internal_sapanzecc.blocking_reason_names_in_automatic_payment_trans__t008t_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,blocking_reason_names_in_automatic_payment_trans__t008t_hist
fdp_dev_std_internal.std_internal_sapanzecc.bom_header__stko,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,bom_header__stko
fdp_dev_std_internal.std_internal_sapanzecc.bom_header__stko_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,bom_header__stko_hist
fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_item_statuses__t416,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,bom_usage_item_statuses__t416
fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_item_statuses__t416_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,bom_usage_item_statuses__t416_hist
fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_texts__t416t,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,bom_usage_texts__t416t
fdp_dev_std_internal.std_internal_sapanzecc.bom_usage_texts__t416t_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,bom_usage_texts__t416t_hist
fdp_dev_std_internal.std_internal_sapanzecc.boms_item_selection__stas,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,boms_item_selection__stas
fdp_dev_std_internal.std_internal_sapanzecc.boms_item_selection__stas_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,boms_item_selection__stas_hist
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w,true,0,seed,1,1,5,2,1.000,0.400,0.000,MAINLAND_TAGGED,0,1,0,1,0,1,fdp_dev_std_internal,std_internal_sapanzecc,branch_plant__t001w
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w_hist,true,0,seed,0,0,4,3,,0.750,0.000,MAINLAND_TAGGED,0,1,0,1,0,1,fdp_dev_std_internal,std_internal_sapanzecc,branch_plant__t001w_hist
fdp_dev_std_internal.std_internal_sapanzecc.branch_plant__t001w_hist_bkp,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,0,1,0,1,0,1,fdp_dev_std_internal,std_internal_sapanzecc,branch_plant__t001w_hist_bkp
fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_indicators__t338,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,bulk_storage_indicators__t338
fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_indicators__t338_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,bulk_storage_indicators__t338_hist
fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_sectioning__t337b,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,bulk_storage_sectioning__t337b
fdp_dev_std_internal.std_internal_sapanzecc.bulk_storage_sectioning__t337b_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,bulk_storage_sectioning__t337b_hist
fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions__tpar,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,business_partner_functions__tpar
fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions__tpar_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,business_partner_functions__tpar_hist
fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions_texts__tpart,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,business_partner_functions_texts__tpart
fdp_dev_std_internal.std_internal_sapanzecc.business_partner_functions_texts__tpart_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,business_partner_functions_texts__tpart_hist
fdp_dev_std_internal.std_internal_sapanzecc.catalog_profile_texts__t352b_t,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,catalog_profile_texts__t352b_t
fdp_dev_std_internal.std_internal_sapanzecc.catalog_profile_texts__t352b_t_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,catalog_profile_texts__t352b_t_hist
fdp_dev_std_internal.std_internal_sapanzecc.catalog_types_for_each_catalog_profile__t352c,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,catalog_types_for_each_catalog_profile__t352c
fdp_dev_std_internal.std_internal_sapanzecc.catalog_types_for_each_catalog_profile__t352c_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,catalog_types_for_each_catalog_profile__t352c_hist
fdp_dev_std_internal.std_internal_sapanzecc.change_document_header__cdhdr,true,0,seed,0,0,0,0,,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,change_document_header__cdhdr
fdp_dev_std_internal.std_internal_sapanzecc.change_of_notification_type__tq82,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,change_of_notification_type__tq82
fdp_dev_std_internal.std_internal_sapanzecc.change_of_notification_type__tq82_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,change_of_notification_type__tq82_hist
fdp_dev_std_internal.std_internal_sapanzecc.characteristics_of_a_class__ksml,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,characteristics_of_a_class__ksml
fdp_dev_std_internal.std_internal_sapanzecc.characteristics_of_a_class__ksml_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,characteristics_of_a_class__ksml_hist
fdp_dev_std_internal.std_internal_sapanzecc.chart_of_account_names__t004t,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,chart_of_account_names__t004t
fdp_dev_std_internal.std_internal_sapanzecc.chart_of_account_names__t004t_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,chart_of_account_names__t004t_hist
fdp_dev_std_internal.std_internal_sapanzecc.check_of_document_type_document_category_item_category__t161p,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,check_of_document_type_document_category_item_category__t161p
fdp_dev_std_internal.std_internal_sapanzecc.check_of_document_type_document_category_item_category__t161p_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,check_of_document_type_document_category_item_category__t161p_hist
fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_label_shape__t6wp4,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,check_table_for_label_shape__t6wp4
fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_label_shape__t6wp4_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,check_table_for_label_shape__t6wp4_hist
fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_labelling_type__t6wp3,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,check_table_for_labelling_type__t6wp3
fdp_dev_std_internal.std_internal_sapanzecc.check_table_for_labelling_type__t6wp3_hist,true,0,seed,0,0,1,1,,1.000,0.000,MAINLAND_TAGGED,0,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,check_table_for_labelling_type__t6wp3_hist
fdp_dev_std_internal.std_internal_sapanzecc.classification_paymnt_difference__t053r,true,0,seed,1,1,0,0,1.000,,0.000,MAINLAND_TAGGED,1,0,0,0,0,0,fdp_dev_std_internal,std_internal_sapanzecc,classification_paymnt_difference__t053r
